"","Date","ColonyID","Timepoint","Phenotype","Species","mean_A630","mean_A663","mean_A750","blank_750","A630_corrected","A663_corrected","chla.ug.ml","chlc2.ug.ml","X","Without_wax_weight_g","With_wax_weight_g","delta.mass.g","surface.area.cm2","Notes","chla.ug.cm2","chlc2.ug.cm2"
"19",20230810,"212","April_2023","Resistant","Montipora capitata",0.312666666666667,0.597,0.201333333333333,0.0641666666666667,0.2485,0.532833333333333,9.88540833333333,7.99613333333333,31,1.693,2.007,0.314,9.41741222629457,"",10.496947670754,8.49079677218244
"20",20230810,"213","April_2023","Susceptible","Montipora capitata",0.552333333333333,1.20266666666667,0.308333333333333,0.0641666666666667,0.488166666666667,1.1385,21.1677138888889,15.1528,32,3.567,3.797,0.23,6.89810449696736,"",30.6862760606119,21.9666141715622
"21",20230810,"214","April_2023","Resistant","Montipora capitata",0.300333333333333,0.791333333333333,0.151,0.0641666666666667,0.236166666666667,0.727166666666667,13.6006138888889,6.26356666666667,33,2.651,2.879,0.228,6.83812097960244,"",19.889402263368,9.15977749640637
"22",20230810,"217","April_2023","Susceptible","Montipora capitata",0.305333333333333,0.698666666666667,0.176666666666667,0.0641666666666667,0.241166666666667,0.6345,11.8299805555556,7.04995,34,1.49,1.8,0.31,9.29744519156471,"",12.7239045907886,7.58267443877616
"23",20230810,"218","April_2023","Resistant","Montipora capitata",0.382666666666667,0.992333333333333,0.177,0.0641666666666667,0.3185,0.928166666666667,17.3418416666667,8.76486666666667,35,1.879,2.074,0.195,5.84839294308102,"",29.6523195952198,14.9867950939172
"24",20230810,"219","April_2023","Susceptible","Montipora capitata",0.326666666666667,0.759333333333333,0.175666666666667,0.0641666666666667,0.2625,0.695166666666667,12.962925,7.64611666666667,36,2.137,2.311,0.174,5.21856601074922,"",24.8400134697902,14.6517580709282
"25",20230810,"220","April_2023","Resistant","Montipora capitata",0.254,0.587666666666667,0.144,0.0641666666666667,0.189833333333333,0.5235,9.77018611111111,5.4038,37,2.866,3.079,0.213,6.38824459936543,"",15.2940075464262,8.45897478712193
"26",20230810,"221","April_2023","Susceptible","Montipora capitata",0.306666666666667,0.758333333333333,0.155666666666667,0.0641666666666667,0.2425,0.694166666666667,12.9652083333333,6.74916666666667,38,4.027,4.216,0.189,5.66844239098623,"",22.8726119788219,11.9065630399613
"27",20230810,"222","April_2023","Resistant","Montipora capitata",0.328666666666667,0.708333333333333,0.180333333333333,0.0641666666666667,0.2645,0.644166666666667,11.9892416666667,8.04496666666667,39,1.541,1.7,0.159,4.76868963051222,"",25.1415852060367,16.8703926864759
"28",20230810,"225","April_2023","Susceptible","Porites compressa",0.461,1.24,0.212666666666667,0.0641666666666667,0.396833333333333,1.17583333333333,21.9763361111111,10.8032333333333,40,6.069,6.308,0.239,7.16803032510956,"",30.6588213419357,15.0714113129372
"29",20230810,"226","April_2023","Resistant","Porites compressa",0.409666666666667,1.35366666666667,0.133666666666667,0.0641666666666667,0.3455,1.2895,24.1964416666667,7.79785,41,5.852,6.041,0.189,5.66844239098623,"",42.6862266522159,13.7566009533763
"30",20230810,"233","April_2023","Susceptible","Porites compressa",0.401,1.198,0.160666666666667,0.0641666666666667,0.336833333333333,1.13383333333333,21.2402361111111,8.34833333333334,42,6.432,6.774,0.342,10.2571814694036,"",20.7076731307418,8.13901300102351
"31",20230810,"234","April_2023","Resistant","Porites compressa",0.429333333333333,1.53266666666667,0.122333333333333,0.0641666666666667,0.365166666666667,1.4685,27.5854138888889,7.60285,43,9.201,9.483,0.282,8.45767594845564,"",32.6158321233931,8.98928978401954
"32",20230810,"235","April_2023","Susceptible","Porites compressa",0.497666666666667,1.625,0.185666666666667,0.0641666666666667,0.4335,1.56083333333333,29.271475,10.1294833333333,44,8.01,8.643,0.633000000000001,18.9847832460015,"",15.4183877796788,5.33558018655112
"33",20230810,"236","April_2023","Resistant","Porites compressa",0.314333333333333,0.913666666666667,0.129666666666667,0.0641666666666667,0.250166666666667,0.8495,15.9161305555556,6.15555,45,4.782,5.027,0.245,7.34798087720437,"",21.6605497776024,8.37719926448959
"34",20230810,"237","April_2023","Susceptible","Porites compressa",0.379666666666667,1.152,0.162333333333333,0.0641666666666667,0.3155,1.08783333333333,20.3866916666667,7.66343333333333,46,2.238,2.456,0.218,6.53820339277776,"",31.1808771339023,11.7210078563762
"35",20230810,"238","April_2023","Resistant","Porites compressa",0.337666666666667,1.031,0.122,0.0641666666666667,0.2735,0.966833333333333,18.1264416666667,6.49918333333334,47,2.137,2.353,0.216,6.47821987541283,"",27.9805903709181,10.0323599049178
"36",20230810,"240","April_2023","Resistant","Porites compressa",0.424,1.34233333333333,0.118,0.0641666666666667,0.359833333333333,1.27816666666667,23.9652527777778,8.51356666666667,48,5.502,5.968,0.466,13.9761595460295,"",17.1472375503799,6.0914921861244
"37",20230810,"241","April_2023","Susceptible","Porites compressa",0.386666666666667,1.05333333333333,0.168666666666667,0.0641666666666667,0.3225,0.989166666666667,18.499625,8.57641666666667,49,5.465,5.635,0.17,5.09859897601935,"",36.2837420377848,16.8211242088362
"38",20230810,"242","April_2023","Resistant","Porites compressa",0.287666666666667,0.776666666666667,0.126,0.0641666666666667,0.2235,0.7125,13.334725,5.7804,50,2.897,3.128,0.231,6.92809625564984,"",19.247314858141,8.34341756624138
"39",20230810,"243","April_2023","Susceptible","Porites compressa",0.257666666666667,0.651333333333333,0.126333333333333,0.0641666666666667,0.1935,0.587166666666667,10.979125,5.18416666666667,51,2.091,2.153,0.0619999999999998,1.85948903831294,"",59.0437737130251,27.8795225992303
"40",20230810,"248","April_2023","Resistant","Porites compressa",0.557,1.80766666666667,0.118666666666667,0.0641666666666667,0.492833333333333,1.7435,32.6879861111111,11.70325,52,6.285,6.732,0.447,13.4063161310627,"",24.382526707223,8.72965390759609
"41",20230810,"26","April_2023","Resistant","Porites compressa",0.505666666666667,1.13266666666667,0.291666666666667,0.0641666666666667,0.4415,1.0685,19.8839916666667,13.4693,11,4.209,4.498,0.289000000000001,8.66761825923292,"",22.940548455149,15.539793743976
"42",20230810,"27","April_2023","Susceptible","Porites compressa",0.561666666666667,1.44233333333333,0.247333333333333,0.0641666666666667,0.4975,1.37816666666667,25.7234083333333,14.1242166666667,12,3.963,4.394,0.431,12.9264479921432,"",19.8998273531663,10.9266030971938
"43",20230810,"28","April_2023","Resistant","Porites compressa",0.472333333333333,1.232,0.183666666666667,0.0641666666666667,0.408166666666667,1.16783333333333,21.8118472222222,11.3633333333333,13,4.039,4.418,0.379,11.3668765406549,"",19.1889541020435,9.99688286636272
"44",20230810,"29","April_2023","Susceptible","Porites compressa",0.652333333333333,1.84633333333333,0.274333333333333,0.0641666666666667,0.588166666666667,1.78216666666667,33.3228972222222,15.7736166666667,14,6.776,7.175,0.399,11.9667117143043,"",27.8463273936732,13.181245644793
"45",20230810,"3","April_2023","Susceptible","Montipora capitata",0.262,0.370333333333333,0.117666666666667,0.0641666666666667,0.197833333333333,0.306166666666667,5.62145277777778,7.07986666666667,3,1.224,1.38,0.156,4.67871435446482,"",12.0149518690179,15.1320771696833
"46",20230810,"4","April_2023","Resistant","Montipora capitata",0.315333333333333,0.563666666666667,0.156,0.0641666666666667,0.251166666666667,0.4995,9.24756388888889,8.3182,4,2.478,2.802,0.324,9.71732981311924,"",9.51656892040844,8.56017049948198
"47",20230810,"41","April_2023","Susceptible","Porites compressa",0.486666666666667,1.017,0.212666666666667,0.0641666666666667,0.4225,0.952833333333333,17.7008083333333,13.3112333333333,15,3.722,3.986,0.264,7.91782429217124,"",22.3556468041796,16.8117311551039
"48",20230810,"42","April_2023","Resistant","Porites compressa",0.388,1.01033333333333,0.117,0.0641666666666667,0.323833333333333,0.946166666666667,17.6790527777778,8.89676666666667,16,4.502,4.63,0.128,3.83894511135575,"",46.0518508729975,23.1750296203759
"49",20230810,"43","April_2023","Susceptible","Porites compressa",0.575666666666667,1.42666666666667,0.227666666666667,0.0641666666666667,0.5115,1.3625,25.410025,14.8511,17,5.168,5.596,0.428,12.8364727160958,"",19.7951770412273,11.5694555104519
"50",20230810,"44","April_2023","Resistant","Porites compressa",0.431,0.858666666666667,0.157,0.0641666666666667,0.366833333333333,0.7945,14.7439361111111,11.7558,18,2.731,2.912,0.181,5.42850832152649,"",27.1601980467539,21.6556727994373
"51",20230810,"45","April_2023","Susceptible","Porites compressa",0.666333333333333,1.788,0.226333333333333,0.0641666666666667,0.602166666666667,1.72383333333333,32.1967138888889,16.7586333333333,19,6.792,7.221,0.429,12.8664644747783,"",25.0237459964258,13.0250492403603
"52",20230810,"46","April_2023","Resistant","Porites compressa",0.367333333333333,1.16,0.110666666666667,0.0641666666666667,0.303166666666667,1.09583333333333,20.5522472222222,7.05818333333334,20,7.104,7.386,0.282,8.45767594845564,"",24.3001119308373,8.34529884609986
"53",20240405,"1","January_2024","Susceptible","Montipora capitata",0.391,1.17733333333333,0.0663333333333333,0.0705,0.3205,1.10683333333333,20.7433083333333,7.77423333333333,99,4.9087,5.725,0.8163,32.4791729160174,"",6.38664918807202,2.39360569723726
"54",20240405,"1","September_2023","Susceptible","Montipora capitata",0.163333333333333,0.381666666666667,0.0706666666666667,0.0705,0.0928333333333333,0.311166666666667,5.82870277777778,2.30886666666667,53,2.93,3.448,0.518,12.302676257176,"",4.737751897176,1.87671903121074
"55",20240405,"12","January_2024","Resistant","Montipora capitata",0.267333333333333,0.825,0.0666666666666667,0.0705,0.196833333333333,0.7545,14.1632694444444,4.3223,103,4.497,5.2599,0.7629,30.3544787671563,"",4.66595705796443,1.42394143320845
"56",20240405,"19","January_2024","Susceptible","Montipora capitata",0.294333333333333,0.886,0.0653333333333333,0.0705,0.223833333333333,0.8155,15.2965194444444,5.1723,104,2.4551,3.0008,0.5457,21.7124643639234,"",7.04504066791265,2.38218007560399
"57",20240405,"19","September_2023","Susceptible","Montipora capitata",0.161666666666667,0.346666666666667,0.0706666666666667,0.0705,0.0911666666666667,0.276166666666667,5.16373055555555,2.44536666666667,57,2.762,3.115,0.353,8.38387011348096,"",6.15912518402744,2.91675161180587
"58",20240405,"2","January_2024","Resistant","Montipora capitata",0.34,0.982666666666667,0.0723333333333333,0.0705,0.2695,0.912166666666667,17.0893083333333,6.64931666666667,100,5.5159,6.2762,0.7603,30.2510292393091,"",5.64916591701514,2.19804642482258
"59",20240405,"2","September_2023","Resistant","Montipora capitata",0.179,0.447666666666667,0.065,0.0705,0.1085,0.377166666666667,7.06929166666667,2.61691666666667,54,2.856,3.267,0.411,9.76138984884044,"",7.24209541483115,2.68088531161117
"60",20240405,"20","January_2024","Resistant","Montipora capitata",0.372333333333333,1.158,0.0673333333333333,0.0705,0.301833333333333,1.0875,20.3949194444444,7.0484,105,5.0109,5.8668,0.855899999999999,34.0547888016896,"",5.98885506623156,2.06972359777204
"61",20240405,"20","September_2023","Resistant","Montipora capitata",0.228333333333333,0.601666666666667,0.073,0.0705,0.157833333333333,0.531166666666667,9.95036944444444,3.91261666666667,58,2.054,2.405,0.351,8.33636943295132,"",11.9360946326508,4.6934300334642
"62",20240405,"201","January_2024","Susceptible","Montipora capitata",0.281666666666667,0.769333333333333,0.071,0.0705,0.211166666666667,0.698833333333333,13.0875305555556,5.30623333333333,116,6.5051,7.278,0.7729,30.7523615665685,"",4.25578065841398,1.72547182168339
"63",20240405,"201","September_2023","Susceptible","Montipora capitata",0.150333333333333,0.361333333333333,0.0646666666666667,0.0705,0.0798333333333333,0.290833333333333,5.45521944444444,1.84493333333333,69,2.65,3.025,0.375,8.90637759930697,"",6.12507092094201,2.07147441567814
"64",20240405,"202","January_2024","Resistant","Montipora capitata",0.354333333333333,0.948666666666667,0.0666666666666667,0.0705,0.283833333333333,0.878166666666667,16.4263194444444,7.50216666666667,117,9.1058,10.2187,1.1129,44.280376746583,"",3.70961600856569,1.69424183303625
"65",20240405,"202","September_2023","Resistant","Montipora capitata",0.164333333333333,0.411,0.0656666666666667,0.0705,0.0938333333333333,0.3405,6.38643611111111,2.17655,70,3.236,3.66,0.424,10.0701442722831,"",6.34195095763328,2.16138909349164
"66",20240405,"203","January_2024","Susceptible","Montipora capitata",0.282666666666667,0.782666666666667,0.0706666666666667,0.0705,0.212166666666667,0.712166666666667,13.3404638888889,5.27071666666667,118,3.1456,3.6435,0.4979,19.8105845827331,"",6.73400819303254,2.6605558481402
"67",20240405,"203","September_2023","Susceptible","Montipora capitata",0.176666666666667,0.420666666666667,0.072,0.0705,0.106166666666667,0.350166666666667,6.55743055555555,2.67491666666667,71,3.481,3.945,0.464,11.0201578828758,"",5.95039619690488,2.42729432290912
"68",20240405,"204","January_2024","Resistant","Montipora capitata",0.221666666666667,0.614666666666667,0.0666666666666667,0.0705,0.151166666666667,0.544166666666667,10.2051305555556,3.53296666666667,119,3.4741,4.0164,0.5423,21.5771842121233,"",4.72959328484656,1.63736223963906
"69",20240405,"204","September_2023","Resistant","Montipora capitata",0.153666666666667,0.340333333333333,0.0663333333333333,0.0705,0.0831666666666667,0.269833333333333,5.05161388888889,2.12248333333333,72,2.606,2.988,0.382,9.0726299811607,"",5.5679708082205,2.33943557462463
"70",20240405,"205","January_2024","Susceptible","Montipora capitata",0.247,0.662333333333333,0.0713333333333333,0.0705,0.1765,0.591833333333333,11.0861583333333,4.38838333333333,120,1.7854,2.1593,0.3739,14.8768378700219,"",7.4519588303593,2.94980920789377
"71",20240405,"205","September_2023","Susceptible","Montipora capitata",0.137333333333333,0.342333333333333,0.0686666666666667,0.0705,0.0668333333333333,0.271833333333333,5.10713611111111,1.37293333333333,73,1.549,1.82,0.271,6.43634221176584,"",7.93484240439407,2.13309561263472
"72",20240405,"206","January_2024","Resistant","Montipora capitata",0.298333333333333,0.882666666666667,0.071,0.0705,0.227833333333333,0.812166666666667,15.2287527777778,5.37306666666667,121,1.96,2.3558,0.3958,15.7482012007346,"",9.67015380592636,3.41186056628234
"73",20240405,"206","September_2023","Resistant","Montipora capitata",0.142,0.330333333333333,0.0653333333333333,0.0705,0.0715,0.259833333333333,4.87355833333333,1.65623333333333,74,1.029,1.231,0.202,4.79756873349336,"",10.1583918940222,3.45223471582729
"74",20240405,"209","January_2024","Susceptible","Montipora capitata",0.332333333333333,1.01,0.0826666666666667,0.0705,0.261833333333333,0.9395,17.6181861111111,6.1378,122,5.1331,5.8953,0.7622,30.3266269711974,"",5.80947763424001,2.02389801075779
"75",20240405,"209","September_2023","Susceptible","Montipora capitata",0.185333333333333,0.496666666666667,0.0703333333333333,0.0705,0.114833333333333,0.426166666666667,7.99598611111111,2.60641666666667,75,2.529,2.958,0.429,10.1888959736072,"",7.84774536105139,2.55809527687612
"76",20240405,"210","January_2024","Resistant","Montipora capitata",0.298666666666667,0.825333333333333,0.0733333333333333,0.0705,0.228166666666667,0.754833333333333,14.1361972222222,5.73498333333333,123,3.3036,3.9301,0.6265,24.9273573831739,"",5.67095701518855,2.30067842538515
"77",20240405,"210","September_2023","Resistant","Montipora capitata",0.204666666666667,0.583666666666667,0.066,0.0705,0.134166666666667,0.513166666666667,9.63271388888889,2.95296666666667,76,3.954,4.449,0.495,11.7564184310852,"",8.19357863566593,2.51179105607428
"78",20240405,"211","January_2024","Susceptible","Montipora capitata",0.255666666666667,0.659333333333333,0.071,0.0705,0.185166666666667,0.588833333333333,11.0197638888889,4.79783333333333,124,3.7847,4.524,0.7393,29.4154753605435,"",3.74624708722888,1.63105755542843
"79",20240405,"211","September_2023","Susceptible","Montipora capitata",0.122666666666667,0.257333333333333,0.065,0.0705,0.0521666666666667,0.186833333333333,3.50353055555556,1.22498333333333,77,1.251,1.455,0.204,4.84506941402299,"",7.23112561693204,2.5283091503042
"80",20240405,"212","January_2024","Resistant","Montipora capitata",0.191333333333333,0.513666666666667,0.072,0.0705,0.120833333333333,0.443166666666667,8.31343611111111,2.77446666666667,125,2.7829,3.1761,0.3932,15.6447516728875,"",5.31388179559179,1.77341687786252
"81",20240405,"212","September_2023","Resistant","Montipora capitata",0.117,0.234,0.065,0.0705,0.0465,0.1635,3.065075,1.1103,78,1.102,1.256,0.154,3.65755240078206,"",8.38012600815951,3.03563661798145
"82",20240405,"213","January_2024","Susceptible","Montipora capitata",0.281,0.825666666666667,0.0666666666666667,0.0705,0.2105,0.755166666666667,14.1613916666667,4.93531666666667,126,3.1907,3.7642,0.5735,22.8185785462893,"",6.20607968105426,2.16285017782987
"83",20240405,"214","January_2024","Resistant","Montipora capitata",0.144,0.34,0.0643333333333333,0.0705,0.0735,0.2695,5.055575,1.68805,127,0.8368,1.0697,0.2329,9.26669039831,"",5.45564250309043,1.82163202550487
"84",20240405,"214","September_2023","Resistant","Montipora capitata",0.119,0.253333333333333,0.0636666666666667,0.0705,0.0485,0.182833333333333,3.43124166666667,1.08363333333333,79,1.324,1.568,0.244,5.79508302461573,"",5.9209534222233,1.86991856498068
"85",20240405,"219","January_2024","Susceptible","Montipora capitata",0.211,0.543666666666667,0.0726666666666667,0.0705,0.1405,0.473166666666667,8.86395833333334,3.48091666666667,128,3.506,4.506,1,39.7882799412194,"Dropped in wax",2.22778123267162,0.874859800878335
"86",20240405,"219","September_2023","Susceptible","Montipora capitata",0.108333333333333,0.192333333333333,0.0653333333333333,0.0705,0.0378333333333333,0.121833333333333,2.28056944444444,0.971083333333333,80,0.918,1.047,0.129,3.06379389416159,"",7.44361247272648,3.16954523339133
"87",20240405,"220","January_2024","Resistant","Montipora capitata",0.215666666666667,0.576666666666667,0.064,0.0705,0.145166666666667,0.506166666666667,9.48763055555555,3.49196666666667,129,3.3861,3.9373,0.5512,21.9312999036001,"",4.32606849446171,1.59222968178619
"88",20240405,"220","September_2023","Resistant","Montipora capitata",0.131,0.302333333333333,0.0673333333333333,0.0705,0.0605,0.231833333333333,4.35189166666667,1.32898333333333,81,2.053,2.303,0.25,5.93758506620464,"",7.32939674656053,2.23825565194442
"89",20240405,"221","January_2024","Susceptible","Montipora capitata",0.282,0.838,0.0643333333333333,0.0705,0.2115,0.7675,14.395275,4.90585,130,3.6151,4.1987,0.5836,23.2204401736956,"",6.19939798398273,2.11272911422127
"90",20240405,"221","September_2023","Susceptible","Montipora capitata",0.154333333333333,0.372,0.07,0.0705,0.0838333333333333,0.3015,5.65415277777778,1.961,82,1.688,1.878,0.19,4.51256465031553,"",12.5297989412349,4.34564411140986
"91",20240405,"225","January_2024","Susceptible","Porites compressa",0.472,1.65333333333333,0.0713333333333333,0.0705,0.4015,1.58283333333333,29.7247083333333,8.55158333333333,131,8.5311,9.4342,0.9031,35.9327956149152,"",8.27230607155849,2.37988255213399
"92",20240405,"225","September_2023","Susceptible","Porites compressa",0.195666666666667,0.576,0.07,0.0705,0.125166666666667,0.5055,9.49626388888889,2.593,83,1.489,1.691,0.202,4.79756873349335,"",19.7939089910113,5.4048209500313
"93",20240405,"226","January_2024","Resistant","Porites compressa",0.545666666666667,1.96066666666667,0.0636666666666667,0.0705,0.475166666666667,1.89016666666667,35.5008305555556,10.0182666666667,132,9.6992,10.5589,0.8597,34.2059842654663,"",10.378543789309,2.92880526077448
"94",20240405,"226","September_2023","Resistant","Porites compressa",0.312,1.00233333333333,0.0663333333333333,0.0705,0.2415,0.931833333333333,17.493825,5.26613333333333,84,2.701,2.915,0.214,5.08257281667117,"",34.4192314227533,10.3611566883215
"95",20240405,"233","January_2024","Susceptible","Porites compressa",0.491,1.651,0.066,0.0705,0.4205,1.5805,29.6599916666667,9.42355,133,5.9148,6.5668,0.652,25.941958521675,"",11.4332122001834,3.63255148686112
"96",20240405,"233","September_2023","Susceptible","Porites compressa",0.196666666666667,0.558666666666667,0.0736666666666667,0.0705,0.126166666666667,0.488166666666667,9.16499722222222,2.74301666666667,85,2.114,2.356,0.242,5.7475823440861,"",15.9458302179045,4.77247041008305
"97",20240405,"234","January_2024","Resistant","Porites compressa",0.506333333333333,1.70833333333333,0.0653333333333333,0.0705,0.435833333333333,1.63783333333333,30.7358361111111,9.76898333333333,134,6.3031,6.8321,0.529,21.0480000889051,"",14.6027346927429,4.64128814712558
"98",20240405,"234","September_2023","Resistant","Porites compressa",0.333666666666667,1.09666666666667,0.0723333333333333,0.0705,0.263166666666667,1.02616666666667,19.2677638888889,5.67366666666667,86,2.614,2.858,0.244,5.79508302461574,"",33.2484691022464,9.79048383356488
"99",20240405,"235","January_2024","Susceptible","Porites compressa",0.522666666666667,1.96966666666667,0.0633333333333333,0.0705,0.452166666666667,1.89916666666667,35.6968138888889,8.92536666666667,135,6.4411,7.1575,0.7164,28.5043237498896,"",12.5232979396774,3.1312325614114
"100",20240405,"235","September_2023","Susceptible","Porites compressa",0.193333333333333,0.570666666666667,0.0686666666666667,0.0705,0.122833333333333,0.500166666666667,9.39715277777778,2.51991666666667,87,1.083,1.227,0.144,3.42004899813388,"",27.4766612493132,7.36807182599324
"101",20240405,"236","January_2024","Resistant","Porites compressa",0.449,1.539,0.0656666666666667,0.0705,0.3785,1.4685,27.5711916666667,8.20485,136,6.0652,6.7105,0.6453,25.6753770460689,"",10.7383784928245,3.19561032551856
"102",20240405,"236","September_2023","Resistant","Porites compressa",0.211666666666667,0.629666666666667,0.0646666666666667,0.0705,0.141166666666667,0.559166666666667,10.5015472222222,2.99071666666667,88,1.849,2.072,0.223,5.29632587905455,"",19.8279854035282,5.64677615192466
"103",20240405,"237","January_2024","Susceptible","Porites compressa",0.572,2.129,0.0706666666666667,0.0705,0.5015,2.0585,38.6794916666667,10.1888,137,5.4604,5.9551,0.4947,19.6832620869212,"",19.6509559725711,5.17637775436119
"104",20240405,"237","September_2023","Susceptible","Porites compressa",0.327,1.14633333333333,0.072,0.0705,0.2565,1.07583333333333,20.221025,5.07218333333333,89,2.53,2.815,0.285,6.7688469754733,"",29.8736624912193,7.49342295920151
"105",20240405,"238","January_2024","Resistant","Porites compressa",0.416666666666667,1.29366666666667,0.0713333333333333,0.0705,0.346166666666667,1.22316666666667,22.9320805555556,8.22926666666666,138,3.4248,3.7081,0.2833,11.2720197073475,"",20.3442516522639,7.30061415817304
"106",20240405,"238","September_2023","Resistant","Porites compressa",0.28,0.966333333333333,0.066,0.0705,0.2095,0.895833333333333,16.8421583333333,4.03913333333333,90,1.881,2.109,0.228,5.41507758037864,"",31.1023398711043,7.45904979823189
"107",20240405,"239","January_2024","Susceptible","Porites compressa",0.612,2.214,0.0676666666666667,0.0705,0.5415,2.1435,40.256075,11.48055,139,5.1846,5.5781,0.3935,15.6566881568698,"",25.7117435032622,7.33268101463884
"108",20240405,"239","September_2023","Susceptible","Porites compressa",0.212,0.711,0.066,0.0705,0.1415,0.6405,12.0505916666667,2.5137,91,2.223,2.492,0.269,6.3888415312362,"",18.8619354663113,3.93451612113099
"109",20240405,"240","January_2024","Resistant","Porites compressa",0.377333333333333,1.31766666666667,0.0653333333333333,0.0705,0.306833333333333,1.24716666666667,23.4312361111111,6.30816666666667,140,3.3874,3.6747,0.2873,11.4311728271123,"",20.4976658698898,5.51838972437285
